id,Time,language,similarity-score,url,title,fid_x,publisher,class,test,heads,relation,tails,inference,allinferences,heads-senti,senti-str-headline
564837793,2016-12-13 14:11:00+00:00,eng,0.2,http://aa.com.tr/en/todays-headlines/turkeys-foreign-minister-says-some-meps-backing-pkk/705484,Turkey's foreign minister says some MEPs backing PKK,eng-2725430,aa.com.tr,sure-not-crossing,TurkeyTurkey,Turkey's foreign minister says some MEPs backing PKK,Reacted. has sub event. consists of . isFilledBy. Caused. wanted. needed. wanted. It can be becuase. 6538, angry.  get into trouble.  hostile.  the european parliament.  they have a problem with them.  to get rid of the PKK.  to talk to the MEPs.  to talk to the MEPs.  Turkey's foreign minister is not a member of the parliament.. 6538,Reacted angry. has sub event get into trouble. consists of  hostile. isFilledBy the european parliament. Caused they have a problem with them. wanted to get rid of the PKK. needed to talk to the MEPs. wanted to talk to the MEPs. It can be becuase Turkey's foreign minister is not a member of the parliament.. 6538,Turkey's foreign minister says some MEPs backing PKK. Reacted angry. has sub event get into trouble. consists of  hostile. isFilledBy the european parliament. Caused they have a problem with them. wanted to get rid of the PKK. needed to talk to the MEPs. wanted to talk to the MEPs. It can be becuase Turkey's foreign minister is not a member of the parliament.. 6538,0.0258,The sentiment score is positive
564936445,2016-12-13 17:04:00+00:00,eng,0.3,http://aa.com.tr/en/middle-east/arab-league-chief-calls-for-urgent-ceasefire-in-aleppo/705635,Arab League chief calls for urgent ceasefire in Aleppo,eng-2725430,aa.com.tr,sure-not-crossing,TurkeyTurkey,Arab League chief calls for urgent ceasefire in Aleppo,isFilledBy. Reacted. Effected. has sub event. becuase. consists of . want to. It can be becuase. want to. Caused. needed. wanted. wanted. Intended. 5369, armistice.  hopeful.  is asked to stop fighting.  make sure everyone is safe.  peace talks.  responsible.  the president of the country.  the president of the country.  the president of the republic of Syria.  the president of the republic of Syria.  to make a speech.  to make sure the situation is under control.  to make sure the situation is under control.  to stop the fighting. 5369,isFilledBy armistice. Reacted hopeful. Effected is asked to stop fighting. has sub event make sure everyone is safe. becuase peace talks. consists of  responsible. want to the president of the country. It can be becuase the president of the country. want to the president of the republic of Syria. Caused the president of the republic of Syria. needed to make a speech. wanted to make sure the situation is under control. wanted to make sure the situation is under control. Intended to stop the fighting. 5369,Arab League chief calls for urgent ceasefire in Aleppo. isFilledBy armistice. Reacted hopeful. Effected is asked to stop fighting. has sub event make sure everyone is safe. becuase peace talks. consists of  responsible. want to the president of the country. It can be becuase the president of the country. want to the president of the republic of Syria. Caused the president of the republic of Syria. needed to make a speech. wanted to make sure the situation is under control. wanted to make sure the situation is under control. Intended to stop the fighting. 5369,0.2023,The sentiment score is positive
565078954,2016-12-13 21:45:00+00:00,eng,0.4,http://aa.com.tr/en/turkey/erdogan-expects-extraordinary-un-meeting-on-aleppo/705766,Erdogan expects extraordinary UN meeting on Aleppo,eng-2725430,aa.com.tr,sure-not-crossing,TurkeyTurkey,Erdogan expects extraordinary UN meeting on Aleppo,Reacted. becuase. want to. want to. Caused. Effected. has sub event. consists of . isFilledBy. It can be becuase. needed. wanted. 7906, anxious.  Erdogan is a member of the UN Security Council..  Erdogan is a member of the UN Security Council..  Erdogan wants the meeting to happen..  Erodogan is the leader of the country..  gets asked questions.  have a meeting.  powerful.  Syria.  The UN is closed..  to call the meeting.  to make a speech. 7906,Reacted anxious. becuase Erdogan is a member of the UN Security Council.. want to Erdogan is a member of the UN Security Council.. want to Erdogan wants the meeting to happen.. Caused Erodogan is the leader of the country.. Effected gets asked questions. has sub event have a meeting. consists of  powerful. isFilledBy Syria. It can be becuase The UN is closed.. needed to call the meeting. wanted to make a speech. 7906,Erdogan expects extraordinary UN meeting on Aleppo. Reacted anxious. becuase Erdogan is a member of the UN Security Council.. want to Erdogan is a member of the UN Security Council.. want to Erdogan wants the meeting to happen.. Caused Erodogan is the leader of the country.. Effected gets asked questions. has sub event have a meeting. consists of  powerful. isFilledBy Syria. It can be becuase The UN is closed.. needed to call the meeting. wanted to make a speech. 7906,0,The sentiment score is neutral
565639726,2016-12-14 18:05:00+00:00,eng,0.3,http://www.dailysabah.com/syrian-crisis/2016/12/14/iran-congratulates-assad-on-liberating-aleppo-as-truce-collapses,Iran congratulates Assad on 'liberating Aleppo' as truce collapses,eng-2733631,dailysabah.com,sure-not-crossing,TurkeyTurkey,Iran congratulates Assad on 'liberating Aleppo' as truce collapses,has sub event. Effected. consists of . Reacted. It can be becuase. want to. want to. Caused. becuase. needed. wanted. wanted. Intended. isFilledBy. 6309, get a hug from the other side.  gets thanked.  happy.  happy.  Iran is not a part of the truce..  Syria's government declares victory.  Syria's government declares victory.  Syria's government is in power.  Syria's government to be overthrown.  to be in contact with the people of Aleppo.  to celebrate.  to celebrate.  to show support.  war. 6309,has sub event get a hug from the other side. Effected gets thanked. consists of  happy. Reacted happy. It can be becuase Iran is not a part of the truce.. want to Syria's government declares victory. want to Syria's government declares victory. Caused Syria's government is in power. becuase Syria's government to be overthrown. needed to be in contact with the people of Aleppo. wanted to celebrate. wanted to celebrate. Intended to show support. isFilledBy war. 6309,Iran congratulates Assad on 'liberating Aleppo' as truce collapses. has sub event get a hug from the other side. Effected gets thanked. consists of  happy. Reacted happy. It can be becuase Iran is not a part of the truce.. want to Syria's government declares victory. want to Syria's government declares victory. Caused Syria's government is in power. becuase Syria's government to be overthrown. needed to be in contact with the people of Aleppo. wanted to celebrate. wanted to celebrate. Intended to show support. isFilledBy war. 6309,-0.296,The sentiment score is negative
566348111,2016-12-15 19:16:00+00:00,eng,0.4,http://aa.com.tr/en/middle-east/arab-league-backs-call-for-un-meeting-over-aleppo/707354,Arab League backs call for UN meeting over Aleppo,eng-2733631,aa.com.tr,sure-not-crossing,TurkeyTurkey,Arab League backs call for UN meeting over Aleppo,isFilledBy. Effected. Reacted. becuase. has sub event. want to. want to. consists of . It can be becuase. Caused. needed. Intended. wanted. wanted. 7587, armistice.  gets thanked.  good.  have a meeting.  have a meeting.  have a meeting with the UN.  PersonY asks for a meeting to be held..  responsible.  the meeting to take place.  the people of Aleppo to be safe.  to be a member of the group.  to help the people of Syria.  to make a report to the UN.  to make sure the meeting goes well. 7587,isFilledBy armistice. Effected gets thanked. Reacted good. becuase have a meeting. has sub event have a meeting. want to have a meeting with the UN. want to PersonY asks for a meeting to be held.. consists of  responsible. It can be becuase the meeting to take place. Caused the people of Aleppo to be safe. needed to be a member of the group. Intended to help the people of Syria. wanted to make a report to the UN. wanted to make sure the meeting goes well. 7587,Arab League backs call for UN meeting over Aleppo. isFilledBy armistice. Effected gets thanked. Reacted good. becuase have a meeting. has sub event have a meeting. want to have a meeting with the UN. want to PersonY asks for a meeting to be held.. consists of  responsible. It can be becuase the meeting to take place. Caused the people of Aleppo to be safe. needed to be a member of the group. Intended to help the people of Syria. wanted to make a report to the UN. wanted to make sure the meeting goes well. 7587,-0.0516,The sentiment score is negative
567048247,2016-12-16 22:02:00+00:00,eng,0.4,http://www.dailysabah.com/op-ed/2016/12/17/turkey-and-russia-from-frozen-relations-to-cooperation,Turkey and Russia: From frozen relations to cooperat﻿ion,eng-2742663,dailysabah.com,sure-not-crossing,TurkeyTurkey,Turkey and Russia: From frozen relations to cooperat﻿ion,consists of . Effected. Effected. Reacted. wanted. Intended. wanted. has sub event. isFilledBy. needed. want to. becuase. Caused. want to. It can be becuase. 2500, friendly.  get to know each other.  get to know each other.  happy.  to be friends with each other.  to be friends with Russia.  to be friends with Russia.  to get to know each other.  to have a good relationship with Russia.  to have a relationship with Russia.  to have a relationship with Russia.  to have a relationship with Russia.  to have a relationship with Russia.  to have a relationship with Russia.  Turkey and Russia have a long history of fighting each other.. 2500,consists of  friendly. Effected get to know each other. Effected get to know each other. Reacted happy. wanted to be friends with each other. Intended to be friends with Russia. wanted to be friends with Russia. has sub event to get to know each other. isFilledBy to have a good relationship with Russia. needed to have a relationship with Russia. want to to have a relationship with Russia. becuase to have a relationship with Russia. Caused to have a relationship with Russia. want to to have a relationship with Russia. It can be becuase Turkey and Russia have a long history of fighting each other.. 2500,Turkey and Russia: From frozen relations to cooperat﻿ion. consists of  friendly. Effected get to know each other. Effected get to know each other. Reacted happy. wanted to be friends with each other. Intended to be friends with Russia. wanted to be friends with Russia. has sub event to get to know each other. isFilledBy to have a good relationship with Russia. needed to have a relationship with Russia. want to to have a relationship with Russia. becuase to have a relationship with Russia. Caused to have a relationship with Russia. want to to have a relationship with Russia. It can be becuase Turkey and Russia have a long history of fighting each other.. 2500,0,The sentiment score is neutral
568435100,2016-12-19 20:34:00+00:00,eng,0.4,http://www.dailysabah.com/europe/2016/12/19/9-killed-at-least-50-hurt-in-berlin-xmas-market-attack-police,"9 killed, at least 50 hurt in Berlin Xmas market attack: police",eng-2743116,dailysabah.com,sure-not-crossing,TurkeyTurkey,"9 killed, at least 50 hurt in Berlin Xmas market attack: police",It can be becuase. isFilledBy. Effected. has sub event. needed. becuase. want to. want to. Caused. Reacted. wanted. wanted. consists of . 15," 9 killed, 50 hurt.  car.  gets arrested.  go to hospital.  go to the market.  police are on the scene.  police are searching for a suspect.  police investigate the scene of the attack.  sad.  sad.  to find out who did it.  to find out who was behind the attack.  violent. 15","It can be becuase 9 killed, 50 hurt. isFilledBy car. Effected gets arrested. has sub event go to hospital. needed go to the market. becuase police are on the scene. want to police are searching for a suspect. want to police investigate the scene of the attack. Caused sad. Reacted sad. wanted to find out who did it. wanted to find out who was behind the attack. consists of  violent. 15","9 killed, at least 50 hurt in Berlin Xmas market attack: police. It can be becuase 9 killed, 50 hurt. isFilledBy car. Effected gets arrested. has sub event go to hospital. needed go to the market. becuase police are on the scene. want to police are searching for a suspect. want to police investigate the scene of the attack. Caused sad. Reacted sad. wanted to find out who did it. wanted to find out who was behind the attack. consists of  violent. 15",-0.9001,The sentiment score is negative
568443945,2016-12-19 20:54:00+00:00,eng,0.4,http://aa.com.tr/en/todays-headlines/turkish-officials-condemn-attack-on-russian-envoy/709968,Turkish officials condemn attack on Russian envoy,eng-2742663,aa.com.tr,sure-not-crossing,TurkeyTurkey,Turkish officials condemn attack on Russian envoy,Reacted. consists of . Caused. want to. becuase. has sub event. isFilledBy. wanted. wanted. needed. It can be becuase. 5750, angry.  angry.  have a meeting with the Russian ambassador.  have a meeting with the Russian ambassador.  have a meeting with the Russian ambassador.  talk to the press.  the president of the republic.  to apologize to the Russian ambassador.  to apologize to the Russian ambassador.  to be in contact with the Russian ambassador.  Turkish officials are too afraid to speak out.. 5750,Reacted angry. consists of  angry. Caused have a meeting with the Russian ambassador. want to have a meeting with the Russian ambassador. becuase have a meeting with the Russian ambassador. has sub event talk to the press. isFilledBy the president of the republic. wanted to apologize to the Russian ambassador. wanted to apologize to the Russian ambassador. needed to be in contact with the Russian ambassador. It can be becuase Turkish officials are too afraid to speak out.. 5750,Turkish officials condemn attack on Russian envoy. Reacted angry. consists of  angry. Caused have a meeting with the Russian ambassador. want to have a meeting with the Russian ambassador. becuase have a meeting with the Russian ambassador. has sub event talk to the press. isFilledBy the president of the republic. wanted to apologize to the Russian ambassador. wanted to apologize to the Russian ambassador. needed to be in contact with the Russian ambassador. It can be becuase Turkish officials are too afraid to speak out.. 5750,-0.6908,The sentiment score is negative
568845221,2016-12-20 12:53:00+00:00,eng,0.4,http://www.dailysabah.com/europe/2016/12/20/suspect-in-berlin-attack-was-asylum-seeker-had-a-record-of-sexual-assault,"Suspect in Berlin attack was asylum-seeker, had a record of sexual assault",eng-2743116,dailysabah.com,sure-not-crossing,TurkeyTurkey,"Suspect in Berlin attack was asylum-seeker, had a record of sexual assault",Caused. isFilledBy. Effected. wanted. Reacted. has sub event. It can be becuase. want to. want to. becuase. wanted. consists of . 5727, criminal.  criminal record.  gets arrested.  go to jail.  guilty.  have to go to jail.  PersonX is an asylum-seeker..  PersonX is arrested..  PersonX was arrested by police..  suspect has criminal record.  to get a restraining order against the suspect.  violent. 5727,Caused criminal. isFilledBy criminal record. Effected gets arrested. wanted go to jail. Reacted guilty. has sub event have to go to jail. It can be becuase PersonX is an asylum-seeker.. want to PersonX is arrested.. want to PersonX was arrested by police.. becuase suspect has criminal record. wanted to get a restraining order against the suspect. consists of  violent. 5727,"Suspect in Berlin attack was asylum-seeker, had a record of sexual assault. Caused criminal. isFilledBy criminal record. Effected gets arrested. wanted go to jail. Reacted guilty. has sub event have to go to jail. It can be becuase PersonX is an asylum-seeker.. want to PersonX is arrested.. want to PersonX was arrested by police.. becuase suspect has criminal record. wanted to get a restraining order against the suspect. consists of  violent. 5727",-0.8442,The sentiment score is negative
569545911,2016-12-21 15:05:00+00:00,eng,0.4,http://www.dailysabah.com/europe/2016/12/21/german-police-search-migrant-shelter-for-tunisian-suspect-over-deadly-truck-attack,German police search migrant shelter for Tunisian suspect over deadly truck attack,eng-2743116,dailysabah.com,sure-not-crossing,TurkeyTurkey,German police search migrant shelter for Tunisian suspect over deadly truck attack,needed. has sub event. becuase. Effected. Effected. It can be becuase. isFilledBy. Caused. want to. consists of . want to. wanted. wanted. Intended. Reacted. 329, find out where the suspect is.  find the suspect.  find the suspect.  find the suspect.  find the suspect.  German police are not allowed to search migrant shelters..  police car.  police find the suspect in the shelter.  police search for the suspect.  scared.  search for suspect.  to arrest the suspect.  to arrest the suspect.  to find the suspect.  worried. 329,needed find out where the suspect is. has sub event find the suspect. becuase find the suspect. Effected find the suspect. Effected find the suspect. It can be becuase German police are not allowed to search migrant shelters.. isFilledBy police car. Caused police find the suspect in the shelter. want to police search for the suspect. consists of  scared. want to search for suspect. wanted to arrest the suspect. wanted to arrest the suspect. Intended to find the suspect. Reacted worried. 329,German police search migrant shelter for Tunisian suspect over deadly truck attack. needed find out where the suspect is. has sub event find the suspect. becuase find the suspect. Effected find the suspect. Effected find the suspect. It can be becuase German police are not allowed to search migrant shelters.. isFilledBy police car. Caused police find the suspect in the shelter. want to police search for the suspect. consists of  scared. want to search for suspect. wanted to arrest the suspect. wanted to arrest the suspect. Intended to find the suspect. Reacted worried. 329,-0.6486,The sentiment score is negative
573226983,2016-12-28 22:20:00+00:00,eng,0.4,http://www.dailysabah.com/columns/duran-burhanettin/2016/12/29/a-healthy-balance-between-russia-and-the-united-states,A healthy balance between Russia and the United States,eng-2761797,dailysabah.com,sure-not-crossing,TurkeyTurkey,A healthy balance between Russia and the United States,Effected. want to. becuase. Caused. It can be becuase. want to. Intended. consists of . Reacted. has sub event. isFilledBy. wanted. wanted. needed. 5761, a peaceful relationship.  a peaceful relationship.  a peaceful relationship.  a peaceful relationship.  a peaceful relationship.  a peaceful relationship.  a peaceful relationship.  friendly.  happy.  have a good relationship with the United States.  Russia and the United States.  to be friends with the United States.  to have a good relationship with the United States.  to have a good relationship with the United States. 5761,Effected a peaceful relationship. want to a peaceful relationship. becuase a peaceful relationship. Caused a peaceful relationship. It can be becuase a peaceful relationship. want to a peaceful relationship. Intended a peaceful relationship. consists of  friendly. Reacted happy. has sub event have a good relationship with the United States. isFilledBy Russia and the United States. wanted to be friends with the United States. wanted to have a good relationship with the United States. needed to have a good relationship with the United States. 5761,A healthy balance between Russia and the United States. Effected a peaceful relationship. want to a peaceful relationship. becuase a peaceful relationship. Caused a peaceful relationship. It can be becuase a peaceful relationship. want to a peaceful relationship. Intended a peaceful relationship. consists of  friendly. Reacted happy. has sub event have a good relationship with the United States. isFilledBy Russia and the United States. wanted to be friends with the United States. wanted to have a good relationship with the United States. needed to have a good relationship with the United States. 5761,0.6705,The sentiment score is positive
358902918,2016-01-12 23:56:00+00:00,eng,0.4,http://www.thelocal.de/20160113/two-married-couples-among-istanbul-dead,Two married couples among Istanbul dead,eng-1841794,thelocal.de,sure-not-crossing,SwitzerlandSwitzerland,Two married couples among Istanbul dead,consists of . Reacted. wanted. wanted. isFilledBy. becuase. Caused. It can be becuase. has sub event. 4255, sad.  sad.  to bury the bodies.  to bury their loved ones.  two married couples.  two married couples.  two married couples.  two married couples.  two married couples dead. 4255,consists of  sad. Reacted sad. wanted to bury the bodies. wanted to bury their loved ones. isFilledBy two married couples. becuase two married couples. Caused two married couples. It can be becuase two married couples. has sub event two married couples dead. 4255,Two married couples among Istanbul dead. consists of  sad. Reacted sad. wanted to bury the bodies. wanted to bury their loved ones. isFilledBy two married couples. becuase two married couples. Caused two married couples. It can be becuase two married couples. has sub event two married couples dead. 4255,-0.6486,The sentiment score is negative
361424347,2016-01-18 12:18:00+00:00,eng,0,http://www.dailypress.com/news/ct-americans-missing-iraq-20160118-story.html,Iraqi forces conducting search for missing Americans,eng-1853287,dailypress.com,sure-not-crossing,SwitzerlandSwitzerland,Iraqi forces conducting search for missing Americans,consists of . needed. has sub event. Caused. Effected. Reacted. want to. becuase. want to. Effected. isFilledBy. Intended. wanted. wanted. It can be becuase. 132, brave.  find out who is missing.  find the missing person.  Iraqi forces.  is thanked by the people of Iraq.  relieved.  search for missing people.  search for missing people.  search for missing people.  search for missing person.  soldiers.  to find the missing person.  to find the missing person.  to find the missing person. Iraqi forces are not allowed to search for missing Americans.. 132,consists of  brave. needed find out who is missing. has sub event find the missing person. Caused Iraqi forces. Effected is thanked by the people of Iraq. Reacted relieved. want to search for missing people. becuase search for missing people. want to search for missing people. Effected search for missing person. isFilledBy soldiers. Intended to find the missing person. wanted to find the missing person. wanted to find the missing person. It can be becuaseIraqi forces are not allowed to search for missing Americans.. 132,Iraqi forces conducting search for missing Americans. consists of  brave. needed find out who is missing. has sub event find the missing person. Caused Iraqi forces. Effected is thanked by the people of Iraq. Reacted relieved. want to search for missing people. becuase search for missing people. want to search for missing people. Effected search for missing person. isFilledBy soldiers. Intended to find the missing person. wanted to find the missing person. wanted to find the missing person. It can be becuaseIraqi forces are not allowed to search for missing Americans.. 132,-0.296,The sentiment score is negative
470948546,2016-07-09 23:50:00+00:00,eng,0.4,http://www.dailypress.com/news/opinion/editorials/dp-edt-police-shootings-20160710-story.html,Hard road to healing,eng-2283293,dailypress.com,sure-not-crossing,SwitzerlandSwitzerland,Hard road to healing,has sub event. needed. want to. becuase. Caused. It can be becuase. want to. Effected. consists of . isFilledBy. Reacted. wanted. wanted. 444, get better.  hard work.  hard work.  hard work.  hard work.  hard work.  hard work.  hard work.  hard-working.  medicine chest.  sad.  to get better.  to get better. 444,has sub event get better. needed hard work. want to hard work. becuase hard work. Caused hard work. It can be becuase hard work. want to hard work. Effected hard work. consists of  hard-working. isFilledBy medicine chest. Reacted sad. wanted to get better. wanted to get better. 444,Hard road to healing. has sub event get better. needed hard work. want to hard work. becuase hard work. Caused hard work. It can be becuase hard work. want to hard work. Effected hard work. consists of  hard-working. isFilledBy medicine chest. Reacted sad. wanted to get better. wanted to get better. 444,-0.1027,The sentiment score is negative
554581730,2016-11-27 02:43:00+00:00,eng,0.4,http://www.dailypress.com/news/newport-news/dp-nws-fidel-castro-s-death-brings-appathy-celebration-20161126-story.html,"Castro's death: Mixed emotions, mostly subdued locally",spa-846734,dailypress.com,sure-not-crossing,SwitzerlandSwitzerland,"Castro's death: Mixed emotions, mostly subdued locally",want to. becuase. Caused. want to. has sub event. isFilledBy. consists of . Reacted. wanted. wanted. 936, mourned.  mourned.  mourned.  mourned.  mourned.  mourners.  mournful.  sad.  to mourn.  to mourn. 936,want to mourned. becuase mourned. Caused mourned. want to mourned. has sub event mourned. isFilledBy mourners. consists of  mournful. Reacted sad. wanted to mourn. wanted to mourn. 936,"Castro's death: Mixed emotions, mostly subdued locally. want to mourned. becuase mourned. Caused mourned. want to mourned. has sub event mourned. isFilledBy mourners. consists of  mournful. Reacted sad. wanted to mourn. wanted to mourn. 936",-0.5994,The sentiment score is negative
361441354,2016-01-18 14:17:00+00:00,eng,0.4,http://www.ansa.it/english/news/general_news/2016/01/18/childs-terror-killing-shocks-italy_8ea00b31-20ac-4fe1-8759-0d5fa2af631f.html,Child's terror killing shocks Italy,eng-1850285,ansa.it,sure-not-crossing,ItalyItaly,Child's terror killing shocks Italy,isFilledBy. Effected. has sub event. Reacted. needed. wanted. wanted. consists of . 161, child.  screams in terror.  screams in terror.  shocked.  to be a child.  to find out who did it.  to find out who did it.  violent. 161,isFilledBy child. Effected screams in terror. has sub event screams in terror. Reacted shocked. needed to be a child. wanted to find out who did it. wanted to find out who did it. consists of  violent. 161,Child's terror killing shocks Italy. isFilledBy child. Effected screams in terror. has sub event screams in terror. Reacted shocked. needed to be a child. wanted to find out who did it. wanted to find out who did it. consists of  violent. 161,-0.886,The sentiment score is negative
366451303,2016-01-26 10:41:00+00:00,eng,0.4,http://www.gazzettadelsud.it/news/english/181221/Economic-collaboration-a-win-win-says.html,Economic collaboration a win-win says Rouhani in Rome,eng-1869264,gazzettadelsud.it,sure-not-crossing,ItalyItaly,Economic collaboration a win-win says Rouhani in Rome,consists of . becuase. Caused. It can be becuase. want to. want to. Reacted. Effected. has sub event. isFilledBy. wanted. wanted. needed. 4670, cooperative.  economic cooperation.  economic cooperation.  economic cooperation is a win-win.  economy to grow.  get a better deal.  happy.  has a good relationship with the Italian government.  have a good time.  money.  to continue working with the Italian government.  to continue working with the Italian government.  to have a good relationship with the Italian government. 4670,consists of  cooperative. becuase economic cooperation. Caused economic cooperation. It can be becuase economic cooperation is a win-win. want to economy to grow. want to get a better deal. Reacted happy. Effected has a good relationship with the Italian government. has sub event have a good time. isFilledBy money. wanted to continue working with the Italian government. wanted to continue working with the Italian government. needed to have a good relationship with the Italian government. 4670,Economic collaboration a win-win says Rouhani in Rome. consists of  cooperative. becuase economic cooperation. Caused economic cooperation. It can be becuase economic cooperation is a win-win. want to economy to grow. want to get a better deal. Reacted happy. Effected has a good relationship with the Italian government. has sub event have a good time. isFilledBy money. wanted to continue working with the Italian government. wanted to continue working with the Italian government. needed to have a good relationship with the Italian government. 4670,0,The sentiment score is neutral
378967104,2016-02-11 18:01:00+00:00,eng,0,http://www.ansa.it/english/news/vatican/2016/02/11/francis-aso-set-for-historic-havana-meet_be552a14-19c1-45c6-96b4-df2523f1e1c7.html,Francis aso set for historic Havana meet - English,eng-1917214,ansa.it,sure-not-crossing,ItalyItaly,Francis aso set for historic Havana meet - English,Reacted. has sub event. consists of . isFilledBy. want to. want to. Caused. It can be becuase. wanted. wanted. 645, happy.  meet new people.  religious.  Spanish.  Spanish.  Spanish.  the world to know about the event.  they are not allowed to speak the language in the meeting.  to celebrate the event.  to meet with the pope. 645,Reacted happy. has sub event meet new people. consists of  religious. isFilledBy Spanish. want to Spanish. want to Spanish. Caused the world to know about the event. It can be becuase they are not allowed to speak the language in the meeting. wanted to celebrate the event. wanted to meet with the pope. 645,Francis aso set for historic Havana meet - English. Reacted happy. has sub event meet new people. consists of  religious. isFilledBy Spanish. want to Spanish. want to Spanish. Caused the world to know about the event. It can be becuase they are not allowed to speak the language in the meeting. wanted to celebrate the event. wanted to meet with the pope. 645,0,The sentiment score is neutral
381376719,2016-02-15 22:29:00+00:00,eng,0.4,http://www.ansa.it/english/news/general_news/2016/02/15/pope-arrives-in-chiapas_9834a3ac-34a1-49fc-8a9a-46dab48c6562.html,Pope arrives in Chiapas - English,eng-1925236,ansa.it,sure-not-crossing,ItalyItaly,Pope arrives in Chiapas - English,isFilledBy. Reacted. Effected. want to. consists of . has sub event. Caused. It can be becuase. becuase. want to. Intended. needed. wanted. wanted. 167, church.  happy.  is greeted by people.  Pope arrives in Chiapas.  religious.  speak to the people.  the pope is in a foreign land.  The pope is not allowed to speak in Spanish..  the pope speaks to the people.  the pope speaks to the people.  to be a leader.  to get a plane ticket.  to greet the people.  to greet the people. 167,isFilledBy church. Reacted happy. Effected is greeted by people. want to Pope arrives in Chiapas. consists of  religious. has sub event speak to the people. Caused the pope is in a foreign land. It can be becuase The pope is not allowed to speak in Spanish.. becuase the pope speaks to the people. want to the pope speaks to the people. Intended to be a leader. needed to get a plane ticket. wanted to greet the people. wanted to greet the people. 167,Pope arrives in Chiapas - English. isFilledBy church. Reacted happy. Effected is greeted by people. want to Pope arrives in Chiapas. consists of  religious. has sub event speak to the people. Caused the pope is in a foreign land. It can be becuase The pope is not allowed to speak in Spanish.. becuase the pope speaks to the people. want to the pope speaks to the people. Intended to be a leader. needed to get a plane ticket. wanted to greet the people. wanted to greet the people. 167,0,The sentiment score is neutral
382601144,2016-02-17 12:34:00+00:00,eng,0,http://www.gazzettadelsud.it/news/english/184604/Pope-tells-Mexican-youth--don.html,Pope tells Mexican youth 'don't fall into hands of narcos' - English - Gazzetta del Sud online,eng-1933066,gazzettadelsud.it,sure-not-crossing,ItalyItaly,Pope tells Mexican youth 'don't fall into hands of narcos' - English - Gazzetta del Sud online,has sub event. becuase. Reacted. isFilledBy. want to. consists of . Caused. want to. It can be becuase. needed. Intended. wanted. wanted. 5008, get arrested.  get out of the country.  happy.  news.  PersonX is arrested by the narcos..  religious.  religious.  religious leaders.  The pope is a criminal..  to be a priest.  to be a role model.  to make sure the youth are safe.  to make sure the youth don't fall into the hands of the narcos. 5008,has sub event get arrested. becuase get out of the country. Reacted happy. isFilledBy news. want to PersonX is arrested by the narcos.. consists of  religious. Caused religious. want to religious leaders. It can be becuase The pope is a criminal.. needed to be a priest. Intended to be a role model. wanted to make sure the youth are safe. wanted to make sure the youth don't fall into the hands of the narcos. 5008,Pope tells Mexican youth 'don't fall into hands of narcos' - English - Gazzetta del Sud online. has sub event get arrested. becuase get out of the country. Reacted happy. isFilledBy news. want to PersonX is arrested by the narcos.. consists of  religious. Caused religious. want to religious leaders. It can be becuase The pope is a criminal.. needed to be a priest. Intended to be a role model. wanted to make sure the youth are safe. wanted to make sure the youth don't fall into the hands of the narcos. 5008,0,The sentiment score is neutral
386717714,2016-02-23 12:20:00+00:00,eng,0.4,http://www.gazzettadelsud.it/news/english/185415/Obama-to-present-plan-to-close.html,Obama to present plan to close Guantanamo - English - Gazzetta del Sud online,eng-1952311,gazzettadelsud.it,sure-not-crossing,ItalyItaly,Obama to present plan to close Guantanamo - English - Gazzetta del Sud online,Reacted. isFilledBy. consists of . Effected. has sub event. want to. becuase. Caused. want to. It can be becuase. Intended. needed. wanted. wanted. 5843, happy.  news.  open-minded.  read about the plan.  read about the plan.  read about the plan.  read about the plan.  read about the plan.  read about the plan.  the plan to close the Guantanamo.  to get rid of prisoners.  to have a plan to close the prison.  to make a speech.  to make a speech. 5843,Reacted happy. isFilledBy news. consists of  open-minded. Effected read about the plan. has sub event read about the plan. want to read about the plan. becuase read about the plan. Caused read about the plan. want to read about the plan. It can be becuase the plan to close the Guantanamo. Intended to get rid of prisoners. needed to have a plan to close the prison. wanted to make a speech. wanted to make a speech. 5843,Obama to present plan to close Guantanamo - English - Gazzetta del Sud online. Reacted happy. isFilledBy news. consists of  open-minded. Effected read about the plan. has sub event read about the plan. want to read about the plan. becuase read about the plan. Caused read about the plan. want to read about the plan. It can be becuase the plan to close the Guantanamo. Intended to get rid of prisoners. needed to have a plan to close the prison. wanted to make a speech. wanted to make a speech. 5843,0,The sentiment score is neutral
