id,Time,language,similarity-score,url,title,fid_x,publisher,class,heads,relation,tails,inference,allinferences,heads-senti,senti-str-headline
566174121,2016-12-15 14:03:00+00:00,eng,0.4,http://aa.com.tr/en/turkey/turkish-fm-engages-in-intense-diplomacy-over-aleppo/707174,Turkish FM engages in intense diplomacy over Aleppo,eng-2733631,aa.com.tr,sure-not-crossing,Turkish FM engages in intense diplomacy over Aleppo,Reacted. consists of . want to. want to. needed. has sub event. Effected. Effected. Caused. becuase. Intended. wanted. wanted. It can be becuase. isFilledBy. 402, accomplished.  diplomatic.  PersonX is killed in the war..  PersonY is in charge of the negotiations..  talk to people.  talk to people.  talks to people.  talks to people.  they are trying to make a deal.  they get a lot of work done.  to help the people.  to make a deal.  to talk to the other side.  Turkish government has no diplomatic position in Syria..  war. 402,Reacted accomplished. consists of  diplomatic. want to PersonX is killed in the war.. want to PersonY is in charge of the negotiations.. needed talk to people. has sub event talk to people. Effected talks to people. Effected talks to people. Caused they are trying to make a deal. becuase they get a lot of work done. Intended to help the people. wanted to make a deal. wanted to talk to the other side. It can be becuase Turkish government has no diplomatic position in Syria.. isFilledBy war. 402,Turkish FM engages in intense diplomacy over Aleppo. Reacted accomplished. consists of  diplomatic. want to PersonX is killed in the war.. want to PersonY is in charge of the negotiations.. needed talk to people. has sub event talk to people. Effected talks to people. Effected talks to people. Caused they are trying to make a deal. becuase they get a lot of work done. Intended to help the people. wanted to make a deal. wanted to talk to the other side. It can be becuase Turkish government has no diplomatic position in Syria.. isFilledBy war. 402,0.3182,The sentiment score is positive
405203009,2016-03-22 14:39:00+00:00,eng,0.3,http://www.otempo.com.br/capa/mundo/siga-em-tempo-real-as-movimenta%C3%A7%C3%B5es-em-bruxelas-ap%C3%B3s-atentado-1.1264069,Siga em tempo real as movimentações em Bruxelas após atentado,eng-2026661,otempo.com.br,sure-not-crossing,Siga em tempo real as movimentações em Bruxelas após atentado,has sub event. want to. becuase. Reacted. It can be becuase. wanted. needed. wanted. consists of . Caused. 29, get arrested.  get out of the way.  have to deal with the situation.  scared.  Siga em tempo real..  to get out of the way.  to know what happened.  to make sure they are safe.  violent.  violent. 29,has sub event get arrested. want to get out of the way. becuase have to deal with the situation. Reacted scared. It can be becuase Siga em tempo real.. wanted to get out of the way. needed to know what happened. wanted to make sure they are safe. consists of  violent. Caused violent. 29,Siga em tempo real as movimentações em Bruxelas após atentado. has sub event get arrested. want to get out of the way. becuase have to deal with the situation. Reacted scared. It can be becuase Siga em tempo real.. wanted to get out of the way. needed to know what happened. wanted to make sure they are safe. consists of  violent. Caused violent. 29,0,The sentiment score is neutral
410210736,2016-03-31 05:15:00+00:00,eng,0.4,http://www.euronews.com/2016/03/31/us-trump-rows-back-remarks-after-sparking-abortion-row/,US: Trump rows back remarks after sparking abortion row,eng-2044464,euronews.com,sure-not-crossing,US: Trump rows back remarks after sparking abortion row,consists of . Reacted. has sub event. Effected. want to. Caused. needed. Intended. wanted. isFilledBy. It can be becuase. becuase. want to. 6, angry.  angry.  have to make a new speech.  is criticized for his remarks.  PersonX is arrested by the police.  PersonX is arrested by the police..  to make a speech.  to make amends.  to make amends.  US.  US is not in the same situation as other countries..  US president apologizes for his remarks.  US: abortion is illegal in the country. 6,consists of  angry. Reacted angry. has sub event have to make a new speech. Effected is criticized for his remarks. want to PersonX is arrested by the police. Caused PersonX is arrested by the police.. needed to make a speech. Intended to make amends. wanted to make amends. isFilledBy US. It can be becuase US is not in the same situation as other countries.. becuase US president apologizes for his remarks. want to US: abortion is illegal in the country. 6,US: Trump rows back remarks after sparking abortion row. consists of  angry. Reacted angry. has sub event have to make a new speech. Effected is criticized for his remarks. want to PersonX is arrested by the police. Caused PersonX is arrested by the police.. needed to make a speech. Intended to make amends. wanted to make amends. isFilledBy US. It can be becuase US is not in the same situation as other countries.. becuase US president apologizes for his remarks. want to US: abortion is illegal in the country. 6,0,The sentiment score is neutral
357514758,2016-01-11 00:04:00+00:00,eng,0,http://ecodiario.eleconomista.es/internacional/noticias/7268673/01/16/Sean-Penn-meeting-silver-screen-dreams-help-Mexican-drug-lords-downfall.html,"Sean Penn meeting, silver screen dreams help Mexican drug lord's downfall",eng-1834225,ecodiario.eleconomista.es,sure-not-crossing,"Sean Penn meeting, silver screen dreams help Mexican drug lord's downfall",has sub event. Effected. Reacted. It can be becuase. Caused. isFilledBy. want to. want to. consists of . becuase. Intended. needed. wanted. wanted. 224, get arrested.  gets arrested.  happy.  he is a good actor.  he is a good person.  movie.  PersonX gets arrested for drug trafficking..  PersonX is arrested.  powerful.  they get arrested.  to be famous.  to have a meeting with the drug lord.  to make a movie about the drug lord.  to make a movie about the drug lord. 224,has sub event get arrested. Effected gets arrested. Reacted happy. It can be becuase he is a good actor. Caused he is a good person. isFilledBy movie. want to PersonX gets arrested for drug trafficking.. want to PersonX is arrested. consists of  powerful. becuase they get arrested. Intended to be famous. needed to have a meeting with the drug lord. wanted to make a movie about the drug lord. wanted to make a movie about the drug lord. 224,"Sean Penn meeting, silver screen dreams help Mexican drug lord's downfall. has sub event get arrested. Effected gets arrested. Reacted happy. It can be becuase he is a good actor. Caused he is a good person. isFilledBy movie. want to PersonX gets arrested for drug trafficking.. want to PersonX is arrested. consists of  powerful. becuase they get arrested. Intended to be famous. needed to have a meeting with the drug lord. wanted to make a movie about the drug lord. wanted to make a movie about the drug lord. 224",0.6597,The sentiment score is positive
382861490,2016-02-17 18:46:00+00:00,eng,0.4,http://www.efe.com/efe/english/world/first-aid-convoy-enters-besieged-syrian-town-near-damascus/50000262-2842602,First aid convoy enters besieged Syrian town near Damascus,fra-86793,efe.com,sure-not-crossing,First aid convoy enters besieged Syrian town near Damascus,want to. becuase. want to. Caused. Effected. It can be becuase. Effected. has sub event. isFilledBy. Reacted. consists of . needed. Intended. wanted. wanted. 17, first aid.  first aid.  first aid.  first aid.  first aid convoy to enter Syria.  first aid convoy to enter Syria.  first aid is delivered to the people of the town.  first aid to be delivered.  first aid truck.  helpful.  humanitarian.  to get permission from the government.  to help people.  to help the people.  to help the people. 17,want to first aid. becuase first aid. want to first aid. Caused first aid. Effected first aid convoy to enter Syria. It can be becuase first aid convoy to enter Syria. Effected first aid is delivered to the people of the town. has sub event first aid to be delivered. isFilledBy first aid truck. Reacted helpful. consists of  humanitarian. needed to get permission from the government. Intended to help people. wanted to help the people. wanted to help the people. 17,First aid convoy enters besieged Syrian town near Damascus. want to first aid. becuase first aid. want to first aid. Caused first aid. Effected first aid convoy to enter Syria. It can be becuase first aid convoy to enter Syria. Effected first aid is delivered to the people of the town. has sub event first aid to be delivered. isFilledBy first aid truck. Reacted helpful. consists of  humanitarian. needed to get permission from the government. Intended to help people. wanted to help the people. wanted to help the people. 17,0,The sentiment score is neutral
405464830,2016-03-22 22:25:00+00:00,eng,0.4,http://www.efe.com/efe/english/world/toronto-s-controversial-ex-mayor-rob-ford-dies/50000262-2876028?utm_source=wwwefecom&utm_medium=rss&utm_campaign=rss,Toronto's controversial ex-Mayor Rob Ford dies,eng-2023848,efe.com,sure-not-crossing,Toronto's controversial ex-Mayor Rob Ford dies,consists of . Effected. isFilledBy. becuase. has sub event. want to. want to. Caused. Reacted. wanted. needed. It can be becuase. 2, angry.  dies in hospital.  funeral.  mourned.  mourns.  mourns.  mourns.  mourns.  sad.  to go to heaven.  to have been mayor.  Toronto's ex-mayor Rob Ford dies. 2,consists of  angry. Effected dies in hospital. isFilledBy funeral. becuase mourned. has sub event mourns. want to mourns. want to mourns. Caused mourns. Reacted sad. wanted to go to heaven. needed to have been mayor. It can be becuase Toronto's ex-mayor Rob Ford dies. 2,Toronto's controversial ex-Mayor Rob Ford dies. consists of  angry. Effected dies in hospital. isFilledBy funeral. becuase mourned. has sub event mourns. want to mourns. want to mourns. Caused mourns. Reacted sad. wanted to go to heaven. needed to have been mayor. It can be becuase Toronto's ex-mayor Rob Ford dies. 2,-0.6597,The sentiment score is negative
397435925,2016-03-10 05:19:00+00:00,eng,0.4,http://www.laht.com/article.asp?CategoryId=13002&ArticleId=2407388,Sharapova's Drug Test Failure Jeopardizes Her Economic Empire,eng-1988168,laht.com,sure-not-crossing,Sharapova's Drug Test Failure Jeopardizes Her Economic Empire,consists of . has sub event. Effected. isFilledBy. want to. want to. Reacted. It can be becuase. becuase. Caused. needed. wanted. wanted. 183, careless.  get a new job.  gets arrested.  money.  PersonX buys a new house for PersonX..  PersonX loses their job.  sad.  She has a lot of money..  She loses her job..  they lose their job.  to cheat on the drug test.  to get a lawyer.  to get a new drug test. 183,consists of  careless. has sub event get a new job. Effected gets arrested. isFilledBy money. want to PersonX buys a new house for PersonX.. want to PersonX loses their job. Reacted sad. It can be becuase She has a lot of money.. becuase She loses her job.. Caused they lose their job. needed to cheat on the drug test. wanted to get a lawyer. wanted to get a new drug test. 183,Sharapova's Drug Test Failure Jeopardizes Her Economic Empire. consists of  careless. has sub event get a new job. Effected gets arrested. isFilledBy money. want to PersonX buys a new house for PersonX.. want to PersonX loses their job. Reacted sad. It can be becuase She has a lot of money.. becuase She loses her job.. Caused they lose their job. needed to cheat on the drug test. wanted to get a lawyer. wanted to get a new drug test. 183,-0.5106,The sentiment score is negative
375549277,2016-02-07 15:01:00+00:00,eng,0.4,http://www.taipeitimes.com/News/front/archives/2016/02/08/2003639061,Quake death toll in Tainan rises to 29,eng-1908595,taipeitimes.com,sure-not-crossing,Quake death toll in Tainan rises to 29,consists of . want to. becuase. Caused. want to. Effected. has sub event. isFilledBy. Reacted. wanted. 11, dead.  quake death toll rises to 29.  Quake death toll rises to 29.  quake death toll rises to 29.  quake death toll rises to 29.  quake death toll rises to 29.  quake death toll rises to 29.  quakes.  sad.  to bury the dead. 11,consists of  dead. want to quake death toll rises to 29. becuase Quake death toll rises to 29. Caused quake death toll rises to 29. want to quake death toll rises to 29. Effected quake death toll rises to 29. has sub event quake death toll rises to 29. isFilledBy quakes. Reacted sad. wanted to bury the dead. 11,Quake death toll in Tainan rises to 29. consists of  dead. want to quake death toll rises to 29. becuase Quake death toll rises to 29. Caused quake death toll rises to 29. want to quake death toll rises to 29. Effected quake death toll rises to 29. has sub event quake death toll rises to 29. isFilledBy quakes. Reacted sad. wanted to bury the dead. 11,-0.5994,The sentiment score is negative
411257374,2016-04-01 14:16:00+00:00,eng,0.4,http://www.taipeitimes.com/News/taiwan/archives/2016/04/02/2003643007,US praises Taiwan over uranium policy - Taipei Times,eng-2043554,taipeitimes.com,sure-not-crossing,US praises Taiwan over uranium policy - Taipei Times,consists of . Reacted. has sub event. isFilledBy. want to. want to. Caused. It can be becuase. wanted. 174, friendly.  happy.  have a good relationship with the other country.  nuclear power plant.  PersonX is thanked by PersonY.  Taiwan is a nuclear power.  the president of the United States.  The US is not a friend of Taiwan..  to thank the US for their support. 174,consists of  friendly. Reacted happy. has sub event have a good relationship with the other country. isFilledBy nuclear power plant. want to PersonX is thanked by PersonY. want to Taiwan is a nuclear power. Caused the president of the United States. It can be becuase The US is not a friend of Taiwan.. wanted to thank the US for their support. 174,US praises Taiwan over uranium policy - Taipei Times. consists of  friendly. Reacted happy. has sub event have a good relationship with the other country. isFilledBy nuclear power plant. want to PersonX is thanked by PersonY. want to Taiwan is a nuclear power. Caused the president of the United States. It can be becuase The US is not a friend of Taiwan.. wanted to thank the US for their support. 174,0.5267,The sentiment score is positive
454409666,2016-06-09 16:45:00+00:00,eng,0.4,http://www.taipeitimes.com/News/world/archives/2016/06/10/2003648314,Peru's forced sterilization trauma haunts election - Taipei Times,eng-2214695,taipeitimes.com,sure-not-crossing,Peru's forced sterilization trauma haunts election - Taipei Times,has sub event. isFilledBy. want to. becuase. want to. Caused. It can be becuase. consists of . Reacted. needed. wanted. wanted. 203, get sterilized.  peru.  peru's forced sterilization trauma haunts election.  peru's forced sterilization trauma haunts election.  peru's forced sterilization trauma haunts election.  peru's forced sterilization trauma haunts election.  Peruvians are not allowed to vote in the election..  scared.  scared.  to have been forced to sterilize.  to win the election.  to win the election. 203,has sub event get sterilized. isFilledBy peru. want to peru's forced sterilization trauma haunts election. becuase peru's forced sterilization trauma haunts election. want to peru's forced sterilization trauma haunts election. Caused peru's forced sterilization trauma haunts election. It can be becuase Peruvians are not allowed to vote in the election.. consists of  scared. Reacted scared. needed to have been forced to sterilize. wanted to win the election. wanted to win the election. 203,Peru's forced sterilization trauma haunts election - Taipei Times. has sub event get sterilized. isFilledBy peru. want to peru's forced sterilization trauma haunts election. becuase peru's forced sterilization trauma haunts election. want to peru's forced sterilization trauma haunts election. Caused peru's forced sterilization trauma haunts election. It can be becuase Peruvians are not allowed to vote in the election.. consists of  scared. Reacted scared. needed to have been forced to sterilize. wanted to win the election. wanted to win the election. 203,-0.7783,The sentiment score is negative
